invoice_id,customer_id,invoice_amount,invoice_date,due_date,delay_days,payment_date,industry,region,past_avg_delay,total_outstanding,num_invoices,late_flag
INV07951,1056,59600,2023-11-28,2023-12-28,1,2023-12-29,Manufacturing,India,2,62040,38,1
INV07952,1095,24438,2023-09-21,2023-10-21,21,2023-11-11,Healthcare,UK,13,115252,30,1
INV07953,1075,83747,2023-08-05,2023-09-04,5,2023-09-09,SaaS,US,7,10023,1,1
INV07954,1047,81107,2023-07-08,2023-08-07,16,2023-08-23,Retail,US,8,108885,45,1
INV07955,1041,61062,2023-02-13,2023-03-15,8,2023-03-23,Manufacturing,Germany,9,116829,33,1
INV07956,1026,66428,2023-10-18,2023-11-17,20,2023-12-07,SaaS,UK,13,116550,45,1
INV07957,1073,87843,2023-07-08,2023-08-07,4,2023-08-11,Healthcare,Germany,3,88268,37,1
INV07958,1051,12002,2023-07-13,2023-08-12,5,2023-08-17,Healthcare,India,2,105661,23,1
INV07959,1041,37153,2023-09-27,2023-10-27,7,2023-11-03,SaaS,India,9,10000,49,1
INV07960,1031,23440,2023-09-17,2023-10-17,23,2023-11-09,Healthcare,US,14,34756,48,1
INV07961,1025,68501,2023-08-27,2023-09-26,12,2023-10-08,Retail,Germany,9,42982,18,1
INV07962,1024,33556,2023-04-22,2023-05-22,6,2023-05-28,SaaS,US,4,191132,10,1
INV07963,1074,68963,2023-03-10,2023-04-09,15,2023-04-24,Retail,UK,12,149931,17,1
INV07964,1022,91725,2023-02-18,2023-03-20,13,2023-04-02,Healthcare,US,10,58760,7,1
INV07965,1097,91674,2023-11-07,2023-12-07,19,2023-12-26,Retail,India,14,16734,15,1
INV07966,1056,7563,2023-05-31,2023-06-30,5,2023-07-05,Retail,India,2,133557,27,1
INV07967,1051,80923,2023-08-27,2023-09-26,10,2023-10-06,Retail,US,2,80328,9,1
INV07968,1086,6840,2023-12-03,2024-01-02,21,2024-01-23,Retail,UK,12,89997,21,1
INV07969,1092,16154,2023-04-25,2023-05-25,13,2023-06-07,SaaS,Germany,11,92975,37,1
INV07970,1030,25194,2023-03-16,2023-04-15,11,2023-04-26,Healthcare,India,5,15428,29,1
INV07971,1063,66020,2023-04-08,2023-05-08,9,2023-05-17,Healthcare,India,5,178718,42,1
INV07972,1070,47861,2023-04-21,2023-05-21,12,2023-06-02,Manufacturing,UK,9,26139,45,1
INV07973,1032,23448,2023-12-23,2024-01-22,16,2024-02-07,Retail,US,14,183852,33,1
INV07974,1084,97460,2023-10-12,2023-11-11,3,2023-11-14,Retail,India,3,170629,6,1
INV07975,1001,24528,2023-09-13,2023-10-13,7,2023-10-20,Manufacturing,India,4,33976,25,1
INV07976,1017,30402,2023-11-14,2023-12-14,19,2024-01-02,Manufacturing,UK,11,179574,35,1
INV07977,1046,5352,2023-11-05,2023-12-05,15,2023-12-20,Retail,US,11,18011,17,1
INV07978,1032,1184,2023-04-27,2023-05-27,18,2023-06-14,Healthcare,UK,14,16543,44,1
INV07979,1097,11384,2023-06-25,2023-07-25,22,2023-08-16,Manufacturing,UK,14,127636,27,1
INV07980,1083,15319,2023-08-16,2023-09-15,22,2023-10-07,Retail,US,14,53142,43,1
INV07981,1034,21449,2023-12-13,2024-01-12,8,2024-01-20,Healthcare,India,8,126430,40,1
INV07982,1050,57333,2023-04-16,2023-05-16,15,2023-05-31,SaaS,Germany,9,34563,25,1
INV07983,1017,42205,2023-12-08,2024-01-07,16,2024-01-23,Manufacturing,Germany,11,121958,12,1
INV07984,1087,11426,2023-08-27,2023-09-26,9,2023-10-05,Manufacturing,Germany,10,147938,43,1
INV07985,1071,8504,2023-04-10,2023-05-10,11,2023-05-21,Healthcare,UK,6,46787,37,1
INV07986,1029,57578,2023-06-25,2023-07-25,5,2023-07-30,SaaS,India,6,144058,40,1
INV07987,1043,59209,2023-12-16,2024-01-15,9,2024-01-24,Healthcare,India,0,145607,44,1
INV07988,1052,34368,2023-09-06,2023-10-06,7,2023-10-13,Manufacturing,India,4,44164,38,1
INV07989,1009,53185,2023-03-17,2023-04-16,3,2023-04-19,SaaS,India,3,24511,41,1
INV07990,1086,98630,2023-01-03,2023-02-02,13,2023-02-15,Retail,UK,12,55613,25,1
INV07991,1051,81221,2023-03-22,2023-04-21,11,2023-05-02,Manufacturing,Germany,2,43344,49,1
INV07992,1048,9724,2023-12-27,2024-01-26,11,2024-02-06,Healthcare,Germany,12,149860,2,1
INV07993,1010,6084,2023-10-15,2023-11-14,11,2023-11-25,Healthcare,US,13,47330,1,1
INV07994,1065,35810,2023-01-08,2023-02-07,15,2023-02-22,Healthcare,India,7,46445,3,1
INV07995,1057,83277,2023-03-28,2023-04-27,5,2023-05-02,Healthcare,Germany,1,93916,29,1
INV07996,1089,83297,2023-10-13,2023-11-12,5,2023-11-17,Healthcare,Germany,2,169202,14,1
INV07997,1035,79872,2023-03-15,2023-04-14,10,2023-04-24,Manufacturing,India,7,13133,45,1
INV07998,1032,21872,2023-05-03,2023-06-02,18,2023-06-20,SaaS,India,14,139873,34,1
INV07999,1046,79950,2023-10-21,2023-11-20,20,2023-12-10,Healthcare,Germany,11,70747,22,1
INV08000,1012,71333,2023-05-23,2023-06-22,0,2023-06-22,Healthcare,US,3,75332,36,0
INV08001,1039,69843,2023-06-07,2023-07-07,13,2023-07-20,Retail,India,5,176854,15,1
INV08002,1088,99104,2023-04-19,2023-05-19,17,2023-06-05,Retail,Germany,13,28404,37,1
INV08003,1067,3596,2023-11-30,2023-12-30,15,2024-01-14,SaaS,US,9,138733,10,1
INV08004,1041,18167,2023-07-14,2023-08-13,17,2023-08-30,Manufacturing,UK,9,63259,9,1
INV08005,1018,88844,2023-02-05,2023-03-07,11,2023-03-18,Manufacturing,US,10,162108,35,1
INV08006,1081,90751,2023-03-31,2023-04-30,5,2023-05-05,SaaS,India,1,148502,46,1
INV08007,1093,78331,2023-10-23,2023-11-22,8,2023-11-30,SaaS,UK,3,147620,42,1
INV08008,1018,81520,2023-11-26,2023-12-26,19,2024-01-14,SaaS,US,10,153549,17,1
INV08009,1057,59326,2023-07-20,2023-08-19,-1,2023-08-18,Healthcare,Germany,1,182999,47,0
INV08010,1022,78670,2023-02-15,2023-03-17,9,2023-03-26,Manufacturing,India,10,78280,18,1
INV08011,1053,11782,2023-04-17,2023-05-17,4,2023-05-21,SaaS,UK,2,178765,49,1
INV08012,1079,43002,2023-06-19,2023-07-19,11,2023-07-30,Retail,Germany,6,170391,25,1
INV08013,1064,88187,2023-05-26,2023-06-25,9,2023-07-04,Healthcare,UK,3,14525,35,1
INV08014,1011,25022,2023-12-22,2024-01-21,16,2024-02-06,Healthcare,US,10,79592,16,1
INV08015,1023,85458,2023-06-27,2023-07-27,9,2023-08-05,Healthcare,Germany,5,30862,45,1
INV08016,1033,15618,2023-03-02,2023-04-01,10,2023-04-11,Healthcare,India,1,156611,49,1
INV08017,1052,18245,2023-01-03,2023-02-02,6,2023-02-08,SaaS,Germany,4,128188,25,1
INV08018,1007,84796,2023-03-23,2023-04-22,3,2023-04-25,Healthcare,US,2,104847,16,1
INV08019,1017,11027,2023-09-20,2023-10-20,20,2023-11-09,Retail,UK,11,186629,41,1
INV08020,1056,14986,2023-10-14,2023-11-13,1,2023-11-14,Retail,Germany,2,126172,24,1
INV08021,1004,4526,2023-11-17,2023-12-17,9,2023-12-26,SaaS,UK,1,10721,12,1
INV08022,1025,92797,2023-04-05,2023-05-05,9,2023-05-14,Healthcare,India,9,154028,35,1
INV08023,1029,45361,2023-03-05,2023-04-04,15,2023-04-19,Retail,Germany,6,23385,9,1
INV08024,1053,68158,2023-09-03,2023-10-03,11,2023-10-14,Manufacturing,UK,2,96011,48,1
INV08025,1012,39286,2023-03-18,2023-04-17,6,2023-04-23,Healthcare,India,3,22491,37,1
INV08026,1082,30533,2023-09-16,2023-10-16,6,2023-10-22,SaaS,US,3,144247,32,1
INV08027,1028,19316,2023-04-03,2023-05-03,7,2023-05-10,Manufacturing,Germany,8,26241,19,1
INV08028,1002,9699,2023-10-18,2023-11-17,13,2023-11-30,Healthcare,Germany,13,115831,22,1
INV08029,1089,80491,2023-09-28,2023-10-28,1,2023-10-29,Manufacturing,Germany,2,94191,45,1
INV08030,1057,98079,2023-01-21,2023-02-20,-1,2023-02-19,Healthcare,UK,1,164442,34,0
INV08031,1075,59465,2023-03-03,2023-04-02,9,2023-04-11,Healthcare,UK,7,42088,19,1
INV08032,1001,17673,2023-12-05,2024-01-04,7,2024-01-11,Retail,India,4,33950,12,1
INV08033,1074,24395,2023-09-17,2023-10-17,12,2023-10-29,Manufacturing,Germany,12,157968,18,1
INV08034,1027,24707,2023-08-25,2023-09-24,7,2023-10-01,Manufacturing,India,6,166445,5,1
INV08035,1081,85749,2023-05-21,2023-06-20,5,2023-06-25,SaaS,Germany,1,164532,26,1
INV08036,1076,76937,2023-06-16,2023-07-16,18,2023-08-03,SaaS,US,13,179508,27,1
INV08037,1085,87732,2023-03-08,2023-04-07,13,2023-04-20,Manufacturing,Germany,10,46361,20,1
INV08038,1075,57416,2023-12-16,2024-01-15,13,2024-01-28,Retail,India,7,129973,8,1
INV08039,1001,92512,2023-02-27,2023-03-29,1,2023-03-30,Retail,UK,4,52617,16,1
INV08040,1006,9758,2023-07-31,2023-08-30,10,2023-09-09,Healthcare,US,3,155703,2,1
INV08041,1025,68009,2023-05-10,2023-06-09,8,2023-06-17,SaaS,US,9,147335,45,1
INV08042,1089,14281,2023-01-25,2023-02-24,9,2023-03-05,SaaS,Germany,2,8856,1,1
INV08043,1087,33548,2023-01-11,2023-02-10,11,2023-02-21,SaaS,US,10,115197,5,1
INV08044,1075,19371,2023-09-14,2023-10-14,6,2023-10-20,Healthcare,India,7,178839,31,1
INV08045,1015,94899,2023-10-31,2023-11-30,6,2023-12-06,Retail,India,9,112885,23,1
INV08046,1022,78593,2023-03-22,2023-04-21,8,2023-04-29,SaaS,Germany,10,174132,21,1
INV08047,1039,20644,2023-10-13,2023-11-12,9,2023-11-21,Healthcare,UK,5,124087,12,1
INV08048,1059,94659,2023-01-19,2023-02-18,17,2023-03-07,Manufacturing,US,14,134175,4,1
INV08049,1072,24874,2023-04-20,2023-05-20,12,2023-06-01,Retail,US,3,23782,37,1
INV08050,1031,89659,2023-02-03,2023-03-05,20,2023-03-25,Manufacturing,Germany,14,99912,11,1
INV08051,1014,15281,2023-10-15,2023-11-14,8,2023-11-22,SaaS,US,9,127971,42,1
INV08052,1012,69787,2023-11-28,2023-12-28,3,2023-12-31,Healthcare,UK,3,21368,40,1
INV08053,1004,23289,2023-09-12,2023-10-12,10,2023-10-22,Retail,Germany,1,35825,9,1
INV08054,1074,6054,2023-05-06,2023-06-05,11,2023-06-16,SaaS,India,12,108526,26,1
INV08055,1073,67846,2023-07-28,2023-08-27,12,2023-09-08,Retail,US,3,89099,39,1
INV08056,1051,95682,2023-05-14,2023-06-13,2,2023-06-15,Healthcare,Germany,2,32392,27,1
INV08057,1076,50769,2023-03-27,2023-04-26,17,2023-05-13,Healthcare,India,13,137384,29,1
INV08058,1040,30312,2023-03-16,2023-04-15,18,2023-05-03,SaaS,India,13,34129,46,1
INV08059,1052,97517,2023-05-15,2023-06-14,7,2023-06-21,Retail,India,4,128778,43,1
INV08060,1049,5257,2023-10-28,2023-11-27,6,2023-12-03,Healthcare,Germany,1,24556,25,1
INV08061,1014,16846,2023-06-22,2023-07-22,14,2023-08-05,Retail,Germany,9,46208,18,1
INV08062,1006,23483,2023-08-01,2023-08-31,6,2023-09-06,Retail,India,3,97351,30,1
INV08063,1039,27558,2023-11-17,2023-12-17,8,2023-12-25,Manufacturing,India,5,24016,8,1
INV08064,1027,44188,2023-12-16,2024-01-15,10,2024-01-25,SaaS,Germany,6,172224,2,1
INV08065,1031,14012,2023-01-19,2023-02-18,22,2023-03-12,SaaS,Germany,14,156719,22,1
INV08066,1098,34236,2023-04-29,2023-05-29,13,2023-06-11,Retail,UK,7,84421,21,1
INV08067,1014,46076,2023-10-30,2023-11-29,17,2023-12-16,Manufacturing,India,9,68658,39,1
INV08068,1099,49402,2023-10-29,2023-11-28,16,2023-12-14,Retail,US,8,41472,26,1
INV08069,1084,95467,2023-10-12,2023-11-11,2,2023-11-13,SaaS,US,3,51295,29,1
INV08070,1069,33076,2023-08-15,2023-09-14,11,2023-09-25,SaaS,Germany,7,88117,5,1
INV08071,1064,81337,2023-07-31,2023-08-30,0,2023-08-30,Retail,US,3,179023,46,0
INV08072,1003,76164,2023-12-22,2024-01-21,14,2024-02-04,Retail,Germany,5,144764,14,1
INV08073,1010,75264,2023-07-08,2023-08-07,15,2023-08-22,Retail,UK,13,127978,35,1
INV08074,1025,18335,2023-11-17,2023-12-17,7,2023-12-24,SaaS,Germany,9,85707,6,1
INV08075,1060,44773,2023-05-31,2023-06-30,16,2023-07-16,Retail,India,13,155584,23,1
INV08076,1036,53158,2023-08-11,2023-09-10,13,2023-09-23,Retail,Germany,4,20019,17,1
INV08077,1022,29570,2023-05-08,2023-06-07,9,2023-06-16,Healthcare,US,10,128592,24,1
INV08078,1092,88995,2023-09-05,2023-10-05,18,2023-10-23,SaaS,US,11,8914,40,1
INV08079,1084,41658,2023-02-20,2023-03-22,9,2023-03-31,Retail,US,3,93908,29,1
INV08080,1090,60184,2023-07-10,2023-08-09,13,2023-08-22,Manufacturing,India,12,86818,30,1
INV08081,1039,73613,2023-08-25,2023-09-24,11,2023-10-05,SaaS,Germany,5,168101,24,1
INV08082,1076,59194,2023-01-22,2023-02-21,11,2023-03-04,Retail,Germany,13,29621,35,1
INV08083,1022,68507,2023-04-20,2023-05-20,7,2023-05-27,Retail,US,10,40899,47,1
INV08084,1015,34959,2023-11-23,2023-12-23,10,2024-01-02,Healthcare,India,9,67610,37,1
INV08085,1093,54072,2023-02-02,2023-03-04,8,2023-03-12,Healthcare,US,3,65007,2,1
INV08086,1060,46588,2023-05-07,2023-06-06,18,2023-06-24,SaaS,US,13,30525,21,1
INV08087,1067,41533,2023-12-31,2024-01-30,12,2024-02-11,Healthcare,India,9,147832,40,1
INV08088,1079,69582,2023-12-22,2024-01-21,11,2024-02-01,Healthcare,US,6,32297,41,1
INV08089,1030,62743,2023-02-13,2023-03-15,5,2023-03-20,SaaS,UK,5,172638,5,1
INV08090,1052,45518,2023-01-07,2023-02-06,3,2023-02-09,Manufacturing,India,4,92157,35,1
INV08091,1024,13703,2023-05-08,2023-06-07,11,2023-06-18,Retail,US,4,150644,44,1
INV08092,1043,50456,2023-04-01,2023-05-01,0,2023-05-01,Retail,Germany,0,114785,35,0
INV08093,1011,56491,2023-05-10,2023-06-09,13,2023-06-22,Healthcare,UK,10,102403,19,1
INV08094,1089,9043,2023-01-17,2023-02-16,6,2023-02-22,Retail,Germany,2,124412,16,1
INV08095,1096,69340,2023-11-17,2023-12-17,4,2023-12-21,Healthcare,Germany,6,98446,25,1
INV08096,1091,11176,2023-07-05,2023-08-04,15,2023-08-19,SaaS,UK,14,53977,16,1
INV08097,1008,4936,2023-04-20,2023-05-20,7,2023-05-27,SaaS,India,6,166961,31,1
INV08098,1011,32174,2023-10-13,2023-11-12,19,2023-12-01,SaaS,US,10,182859,33,1
INV08099,1068,83632,2023-12-14,2024-01-13,13,2024-01-26,Retail,Germany,8,126223,17,1
INV08100,1053,89768,2023-06-12,2023-07-12,11,2023-07-23,Healthcare,Germany,2,180253,21,1
INV08101,1053,26909,2023-03-16,2023-04-15,11,2023-04-26,Healthcare,Germany,2,155773,35,1
INV08102,1027,45158,2023-07-18,2023-08-17,15,2023-09-01,Retail,India,6,181628,49,1
INV08103,1055,9366,2023-12-27,2024-01-26,6,2024-02-01,SaaS,Germany,7,25428,23,1
INV08104,1098,86125,2023-10-14,2023-11-13,15,2023-11-28,Manufacturing,Germany,7,89141,49,1
INV08105,1068,55337,2023-07-01,2023-07-31,10,2023-08-10,Healthcare,Germany,8,21244,16,1
INV08106,1097,60331,2023-04-07,2023-05-07,20,2023-05-27,Healthcare,UK,14,34264,38,1
INV08107,1097,63197,2023-02-20,2023-03-22,22,2023-04-13,Retail,UK,14,42035,14,1
INV08108,1076,73042,2023-11-10,2023-12-10,14,2023-12-24,Manufacturing,Germany,13,177989,40,1
INV08109,1057,51924,2023-02-03,2023-03-05,-1,2023-03-04,SaaS,India,1,190128,41,0
INV08110,1077,29842,2023-01-21,2023-02-20,-2,2023-02-18,Healthcare,India,0,26102,33,0
INV08111,1074,18458,2023-07-03,2023-08-02,12,2023-08-14,Retail,US,12,91734,21,1
INV08112,1041,88367,2023-10-20,2023-11-19,17,2023-12-06,Manufacturing,UK,9,163033,17,1
INV08113,1037,66382,2023-03-05,2023-04-04,6,2023-04-10,Retail,India,6,12237,4,1
INV08114,1067,75319,2023-05-04,2023-06-03,12,2023-06-15,Manufacturing,Germany,9,7984,16,1
INV08115,1052,12170,2023-04-11,2023-05-11,12,2023-05-23,Retail,UK,4,190860,30,1
INV08116,1032,81145,2023-04-29,2023-05-29,11,2023-06-09,Manufacturing,India,14,24640,44,1
INV08117,1070,45942,2023-12-07,2024-01-06,16,2024-01-22,Healthcare,US,9,162084,45,1
INV08118,1055,89571,2023-03-19,2023-04-18,9,2023-04-27,Manufacturing,Germany,7,173313,34,1
INV08119,1071,17208,2023-06-30,2023-07-30,13,2023-08-12,SaaS,UK,6,12179,22,1
INV08120,1050,36178,2023-07-18,2023-08-17,18,2023-09-04,Healthcare,US,9,55584,44,1
INV08121,1073,80172,2023-12-26,2024-01-25,8,2024-02-02,SaaS,US,3,47734,42,1
INV08122,1042,10039,2023-07-09,2023-08-08,10,2023-08-18,Healthcare,UK,12,103721,29,1
INV08123,1014,15990,2023-11-24,2023-12-24,17,2024-01-10,Manufacturing,India,9,93394,47,1
INV08124,1037,7441,2023-04-13,2023-05-13,7,2023-05-20,Healthcare,Germany,6,158879,5,1
INV08125,1014,75221,2023-11-29,2023-12-29,15,2024-01-13,Retail,US,9,88058,1,1
INV08126,1004,80314,2023-10-02,2023-11-01,8,2023-11-09,Manufacturing,US,1,47193,40,1
INV08127,1092,46959,2023-05-10,2023-06-09,17,2023-06-26,Retail,UK,11,173382,25,1
INV08128,1082,27862,2023-08-29,2023-09-28,3,2023-10-01,Retail,UK,3,166161,6,1
INV08129,1053,28273,2023-05-14,2023-06-13,2,2023-06-15,Retail,UK,2,50053,23,1
INV08130,1050,94949,2023-06-06,2023-07-06,13,2023-07-19,Retail,US,9,185056,33,1
INV08131,1009,43500,2023-11-14,2023-12-14,5,2023-12-19,SaaS,India,3,84028,14,1
INV08132,1011,4956,2023-06-07,2023-07-07,13,2023-07-20,Manufacturing,India,10,143704,42,1
INV08133,1003,73089,2023-12-25,2024-01-24,12,2024-02-05,Retail,Germany,5,151459,36,1
INV08134,1094,89789,2023-07-09,2023-08-08,17,2023-08-25,SaaS,UK,9,175945,18,1
INV08135,1017,90451,2023-04-10,2023-05-10,16,2023-05-26,Healthcare,Germany,11,31544,40,1
INV08136,1079,3365,2023-02-21,2023-03-23,15,2023-04-07,Retail,US,6,29174,44,1
INV08137,1035,73204,2023-02-18,2023-03-20,6,2023-03-26,Retail,US,7,7471,10,1
INV08138,1024,6000,2023-04-10,2023-05-10,11,2023-05-21,SaaS,US,4,165449,45,1
INV08139,1086,58072,2023-09-08,2023-10-08,10,2023-10-18,Healthcare,Germany,12,68099,39,1
INV08140,1075,53499,2023-02-23,2023-03-25,6,2023-03-31,Healthcare,UK,7,34319,49,1
INV08141,1097,70211,2023-05-17,2023-06-16,18,2023-07-04,SaaS,Germany,14,50850,12,1
INV08142,1035,13907,2023-06-11,2023-07-11,16,2023-07-27,Retail,Germany,7,190060,38,1
INV08143,1066,18336,2023-12-20,2024-01-19,12,2024-01-31,Manufacturing,US,7,44056,23,1
INV08144,1008,86220,2023-10-19,2023-11-18,12,2023-11-30,SaaS,US,6,183627,7,1
INV08145,1060,94847,2023-03-22,2023-04-21,14,2023-05-05,Manufacturing,India,13,25721,45,1
INV08146,1052,53331,2023-08-08,2023-09-07,8,2023-09-15,Retail,UK,4,113005,46,1
INV08147,1017,81672,2023-03-26,2023-04-25,18,2023-05-13,Retail,UK,11,26534,25,1
INV08148,1042,78755,2023-03-24,2023-04-23,15,2023-05-08,Healthcare,UK,12,161420,13,1
INV08149,1034,69783,2023-11-15,2023-12-15,16,2023-12-31,Retail,Germany,8,82400,38,1
INV08150,1062,70951,2023-03-08,2023-04-07,14,2023-04-21,Healthcare,US,6,134499,19,1
INV08151,1097,53509,2023-08-22,2023-09-21,23,2023-10-14,Healthcare,US,14,148250,45,1
INV08152,1077,7472,2023-07-17,2023-08-16,5,2023-08-21,Retail,India,0,148460,22,1
INV08153,1003,23380,2023-09-16,2023-10-16,5,2023-10-21,Healthcare,Germany,5,81585,41,1
INV08154,1092,28280,2023-06-26,2023-07-26,20,2023-08-15,Retail,UK,11,69278,11,1
INV08155,1040,22859,2023-10-25,2023-11-24,19,2023-12-13,Healthcare,Germany,13,81408,42,1
INV08156,1044,49402,2023-10-07,2023-11-06,13,2023-11-19,Healthcare,US,14,72314,3,1
INV08157,1049,9262,2023-10-27,2023-11-26,6,2023-12-02,Retail,India,1,97131,19,1
INV08158,1078,12066,2023-05-09,2023-06-08,11,2023-06-19,Manufacturing,Germany,7,161236,27,1
INV08159,1027,16554,2023-06-29,2023-07-29,9,2023-08-07,SaaS,US,6,72037,7,1
INV08160,1041,8008,2023-10-19,2023-11-18,6,2023-11-24,Retail,Germany,9,146369,37,1
INV08161,1079,88851,2023-07-26,2023-08-25,4,2023-08-29,Healthcare,US,6,126590,27,1
INV08162,1075,81799,2023-10-21,2023-11-20,12,2023-12-02,SaaS,Germany,7,83806,47,1
INV08163,1068,17238,2023-12-04,2024-01-03,9,2024-01-12,Manufacturing,UK,8,139648,34,1
INV08164,1097,83025,2023-06-24,2023-07-24,11,2023-08-04,Retail,Germany,14,59879,11,1
INV08165,1000,18153,2023-01-29,2023-02-28,13,2023-03-13,Healthcare,Germany,8,181172,38,1
INV08166,1038,60353,2023-06-28,2023-07-28,8,2023-08-05,Healthcare,UK,11,137353,5,1
INV08167,1095,53092,2023-02-10,2023-03-12,17,2023-03-29,Retail,Germany,13,128694,7,1
INV08168,1089,44152,2023-07-11,2023-08-10,3,2023-08-13,Healthcare,US,2,119434,36,1
INV08169,1016,50104,2023-12-10,2024-01-09,10,2024-01-19,SaaS,US,3,88189,5,1
INV08170,1090,25283,2023-08-25,2023-09-24,20,2023-10-14,Healthcare,US,12,74871,5,1
INV08171,1087,47429,2023-10-31,2023-11-30,12,2023-12-12,SaaS,US,10,16676,27,1
INV08172,1034,78223,2023-08-13,2023-09-12,5,2023-09-17,SaaS,US,8,96263,29,1
INV08173,1045,89534,2023-04-24,2023-05-24,12,2023-06-05,Retail,UK,14,195153,27,1
INV08174,1041,55957,2023-10-05,2023-11-04,12,2023-11-16,Healthcare,UK,9,138326,32,1
INV08175,1038,29887,2023-12-21,2024-01-20,9,2024-01-29,SaaS,Germany,11,39343,25,1
INV08176,1089,47172,2023-01-17,2023-02-16,3,2023-02-19,Healthcare,US,2,199924,42,1
INV08177,1048,5355,2023-03-27,2023-04-26,19,2023-05-15,SaaS,Germany,12,161480,34,1
INV08178,1061,34701,2023-11-13,2023-12-13,8,2023-12-21,Manufacturing,US,3,47329,15,1
INV08179,1037,42534,2023-12-11,2024-01-10,7,2024-01-17,Retail,Germany,6,17094,41,1
INV08180,1022,72442,2023-06-30,2023-07-30,18,2023-08-17,Retail,UK,10,79295,34,1
INV08181,1021,62274,2023-12-03,2024-01-02,-1,2024-01-01,Retail,US,0,19145,35,0
INV08182,1003,79108,2023-12-17,2024-01-16,12,2024-01-28,SaaS,UK,5,164839,20,1
INV08183,1048,13279,2023-05-25,2023-06-24,21,2023-07-15,Manufacturing,Germany,12,181028,24,1
INV08184,1058,44491,2023-11-11,2023-12-11,8,2023-12-19,SaaS,UK,6,8187,34,1
INV08185,1072,77147,2023-08-13,2023-09-12,6,2023-09-18,Retail,UK,3,51386,34,1
INV08186,1067,9261,2023-02-23,2023-03-25,15,2023-04-09,SaaS,UK,9,177075,46,1
INV08187,1070,5474,2023-10-31,2023-11-30,16,2023-12-16,Retail,India,9,52698,27,1
INV08188,1086,92414,2023-03-09,2023-04-08,18,2023-04-26,Healthcare,Germany,12,182139,21,1
INV08189,1001,29390,2023-04-17,2023-05-17,11,2023-05-28,SaaS,Germany,4,196945,33,1
INV08190,1048,27925,2023-11-30,2023-12-30,16,2024-01-15,Healthcare,US,12,84570,39,1
INV08191,1087,83174,2023-03-18,2023-04-17,9,2023-04-26,SaaS,US,10,88801,40,1
INV08192,1094,60051,2023-01-27,2023-02-26,16,2023-03-14,Retail,US,9,166692,44,1
INV08193,1030,90007,2023-12-10,2024-01-09,5,2024-01-14,Healthcare,UK,5,69156,36,1
INV08194,1039,5787,2023-06-04,2023-07-04,11,2023-07-15,SaaS,Germany,5,86892,25,1
INV08195,1047,74398,2023-03-13,2023-04-12,8,2023-04-20,Retail,UK,8,159812,7,1
INV08196,1050,59177,2023-06-29,2023-07-29,7,2023-08-05,SaaS,Germany,9,193796,10,1
INV08197,1042,44724,2023-02-16,2023-03-18,15,2023-04-02,Healthcare,UK,12,158407,10,1
INV08198,1097,11663,2023-08-30,2023-09-29,22,2023-10-21,SaaS,US,14,59914,38,1
INV08199,1054,17120,2023-12-25,2024-01-24,1,2024-01-25,SaaS,UK,1,11870,24,1
INV08200,1087,23740,2023-10-04,2023-11-03,10,2023-11-13,Healthcare,India,10,72698,44,1
INV08201,1048,3035,2023-11-09,2023-12-09,21,2023-12-30,Retail,US,12,53629,10,1
INV08202,1089,58443,2023-04-15,2023-05-15,10,2023-05-25,SaaS,India,2,186882,45,1
INV08203,1079,68388,2023-04-05,2023-05-05,10,2023-05-15,SaaS,India,6,115979,26,1
INV08204,1056,53335,2023-08-07,2023-09-06,4,2023-09-10,Manufacturing,US,2,100117,30,1
INV08205,1076,44315,2023-06-19,2023-07-19,15,2023-08-03,Manufacturing,India,13,94957,27,1
INV08206,1014,65165,2023-10-10,2023-11-09,16,2023-11-25,Retail,India,9,57044,44,1
INV08207,1026,47627,2023-05-08,2023-06-07,18,2023-06-25,Healthcare,Germany,13,43811,19,1
INV08208,1067,9303,2023-07-19,2023-08-18,9,2023-08-27,Retail,UK,9,73518,1,1
INV08209,1079,50334,2023-11-28,2023-12-28,11,2024-01-08,Retail,India,6,30451,33,1
INV08210,1063,56892,2023-02-04,2023-03-06,2,2023-03-08,Retail,UK,5,94791,11,1
INV08211,1093,62196,2023-12-20,2024-01-19,10,2024-01-29,SaaS,India,3,8515,34,1
INV08212,1029,66700,2023-05-24,2023-06-23,11,2023-07-04,SaaS,US,6,176667,38,1
INV08213,1035,40726,2023-10-19,2023-11-18,4,2023-11-22,Retail,US,7,86947,16,1
INV08214,1066,76751,2023-03-07,2023-04-06,10,2023-04-16,Retail,Germany,7,71171,1,1
INV08215,1085,50606,2023-08-07,2023-09-06,12,2023-09-18,Manufacturing,US,10,56167,41,1
INV08216,1085,31694,2023-02-25,2023-03-27,13,2023-04-09,Healthcare,Germany,10,51477,28,1
INV08217,1048,32253,2023-05-25,2023-06-24,17,2023-07-11,Retail,US,12,179156,15,1
INV08218,1075,25230,2023-08-01,2023-08-31,13,2023-09-13,Manufacturing,UK,7,61677,16,1
INV08219,1054,54974,2023-04-04,2023-05-04,1,2023-05-05,Retail,India,1,67649,46,1
INV08220,1084,64545,2023-04-16,2023-05-16,11,2023-05-27,Healthcare,India,3,74158,32,1
INV08221,1055,17925,2023-03-25,2023-04-24,12,2023-05-06,Retail,Germany,7,115825,39,1
INV08222,1067,7033,2023-05-16,2023-06-15,8,2023-06-23,Healthcare,US,9,159871,1,1
